Commodity,Year,Attribute,Value
Honey: Per capita availability adjusted for loss,1995,Consumer weight-Lbs/year,0.801865441
Honey: Per capita availability adjusted for loss,1996,Consumer weight-Lbs/year,0.863225899
Honey: Per capita availability adjusted for loss,1997,Consumer weight-Lbs/year,0.843454553
Honey: Per capita availability adjusted for loss,1998,Consumer weight-Lbs/year,0.835065444
Honey: Per capita availability adjusted for loss,1999,Consumer weight-Lbs/year,0.936666418
Honey: Per capita availability adjusted for loss,2000,Consumer weight-Lbs/year,0.989033576
Honey: Per capita availability adjusted for loss,2001,Consumer weight-Lbs/year,0.836694276
Honey: Per capita availability adjusted for loss,2002,Consumer weight-Lbs/year,0.946852704
Honey: Per capita availability adjusted for loss,2003,Consumer weight-Lbs/year,0.892458245
Honey: Per capita availability adjusted for loss,2004,Consumer weight-Lbs/year,0.789676921
Honey: Per capita availability adjusted for loss,2005,Consumer weight-Lbs/year,0.934464982
Honey: Per capita availability adjusted for loss,2006,Consumer weight-Lbs/year,0.992617267
Honey: Per capita availability adjusted for loss,2007,Consumer weight-Lbs/year,0.875384781
Honey: Per capita availability adjusted for loss,2008,Consumer weight-Lbs/year,0.88058859
Honey: Per capita availability adjusted for loss,2009,Consumer weight-Lbs/year,0.814879786
Honey: Per capita availability adjusted for loss,2010,Consumer weight-Lbs/year,0.920217556
Honey: Per capita availability adjusted for loss,2011,Consumer weight-Lbs/year,0.963524108
Honey: Per capita availability adjusted for loss,2012,Consumer weight-Lbs/year,0.985118467
Honey: Per capita availability adjusted for loss,2013,Consumer weight-Lbs/year,1.028873492
Honey: Per capita availability adjusted for loss,2014,Consumer weight-Lbs/year,1.154496361
Honey: Per capita availability adjusted for loss,2015,Consumer weight-Lbs/year,1.148355674
Honey: Per capita availability adjusted for loss,2016,Consumer weight-Lbs/year,1.11478114
Honey: Per capita availability adjusted for loss,2017,Consumer weight-Lbs/year,1.272333758
Honey: Per capita availability adjusted for loss,2018,Consumer weight-Lbs/year,1.184423885
Honey: Per capita availability adjusted for loss,2019,Consumer weight-Lbs/year,1.120802779
Honey: Per capita availability adjusted for loss,2020,Consumer weight-Lbs/year,1.199524216
Honey: Per capita availability adjusted for loss,2021,Consumer weight-Lbs/year,1.291816174
Honey: Per capita availability adjusted for loss,1970,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1971,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1972,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1973,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1974,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1975,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1976,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1977,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1978,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1979,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1980,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1981,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1982,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1983,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1984,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1985,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1986,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1987,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1988,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1989,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1990,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1991,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1992,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1993,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1994,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1995,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1996,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1997,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1998,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1999,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2000,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2001,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2002,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2003,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2004,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2005,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2006,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2007,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2008,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2009,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2010,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2011,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2012,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2013,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2014,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2015,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2016,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2017,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2018,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2019,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2020,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,2021,Loss at consumer level-Nonedible share-Percent,0
Honey: Per capita availability adjusted for loss,1970,Loss at consumer level-Edible weight-Lbs/year,0.894114664
Honey: Per capita availability adjusted for loss,1971,Loss at consumer level-Edible weight-Lbs/year,0.79716461
Honey: Per capita availability adjusted for loss,1972,Loss at consumer level-Edible weight-Lbs/year,0.89044098
Honey: Per capita availability adjusted for loss,1973,Loss at consumer level-Edible weight-Lbs/year,0.79798404
Honey: Per capita availability adjusted for loss,1974,Loss at consumer level-Edible weight-Lbs/year,0.624257671
Honey: Per capita availability adjusted for loss,1975,Loss at consumer level-Edible weight-Lbs/year,0.890111264
Honey: Per capita availability adjusted for loss,1976,Loss at consumer level-Edible weight-Lbs/year,0.816382691
Honey: Per capita availability adjusted for loss,1977,Loss at consumer level-Edible weight-Lbs/year,0.808212896
Honey: Per capita availability adjusted for loss,1978,Loss at consumer level-Edible weight-Lbs/year,0.959633398
Honey: Per capita availability adjusted for loss,1979,Loss at consumer level-Edible weight-Lbs/year,0.925373798
Honey: Per capita availability adjusted for loss,1980,Loss at consumer level-Edible weight-Lbs/year,0.733749945
Honey: Per capita availability adjusted for loss,1981,Loss at consumer level-Edible weight-Lbs/year,0.745233643
Honey: Per capita availability adjusted for loss,1982,Loss at consumer level-Edible weight-Lbs/year,0.797913587
Honey: Per capita availability adjusted for loss,1983,Loss at consumer level-Edible weight-Lbs/year,0.879288412
Honey: Per capita availability adjusted for loss,1984,Loss at consumer level-Edible weight-Lbs/year,0.813561401
Honey: Per capita availability adjusted for loss,1985,Loss at consumer level-Edible weight-Lbs/year,0.779695177
Honey: Per capita availability adjusted for loss,1986,Loss at consumer level-Edible weight-Lbs/year,0.894478643
Honey: Per capita availability adjusted for loss,1987,Loss at consumer level-Edible weight-Lbs/year,0.786108507
Honey: Per capita availability adjusted for loss,1988,Loss at consumer level-Edible weight-Lbs/year,0.75381392
Honey: Per capita availability adjusted for loss,1989,Loss at consumer level-Edible weight-Lbs/year,0.694498923
Honey: Per capita availability adjusted for loss,1990,Loss at consumer level-Edible weight-Lbs/year,0.736518199
Honey: Per capita availability adjusted for loss,1991,Loss at consumer level-Edible weight-Lbs/year,0.816859579
Honey: Per capita availability adjusted for loss,1992,Loss at consumer level-Edible weight-Lbs/year,0.873480402
Honey: Per capita availability adjusted for loss,1993,Loss at consumer level-Edible weight-Lbs/year,0.922076622
Honey: Per capita availability adjusted for loss,1994,Loss at consumer level-Edible weight-Lbs/year,0.849160603
Honey: Per capita availability adjusted for loss,1995,Loss at consumer level-Edible weight-Lbs/year,0.801865441
Honey: Per capita availability adjusted for loss,1996,Loss at consumer level-Edible weight-Lbs/year,0.863225899
Honey: Per capita availability adjusted for loss,1997,Loss at consumer level-Edible weight-Lbs/year,0.843454553
Honey: Per capita availability adjusted for loss,1998,Loss at consumer level-Edible weight-Lbs/year,0.835065444
Honey: Per capita availability adjusted for loss,1999,Loss at consumer level-Edible weight-Lbs/year,0.936666418
Honey: Per capita availability adjusted for loss,2000,Loss at consumer level-Edible weight-Lbs/year,0.989033576
Honey: Per capita availability adjusted for loss,2001,Loss at consumer level-Edible weight-Lbs/year,0.836694276
